ID,File,Context,Current Text,New Text (edit this column only)
299,lib/pages/privacy_policy_page.dart,Paragraph — policy change notice,"If this policy changes, we'll update the ""Last updated"" date above. Continued use of the app after a change means you accept the updated policy.",
300,lib/pages/privacy_policy_page.dart,Section heading — Contact,Contact,
301,lib/pages/privacy_policy_page.dart,Paragraph — contact info,"Questions about this policy, or general support, can be sent to contact.moltenmage@gmail.com.",
302,lib/pages/settings_page.dart,Restore-purchases snackbar,Checking for previous purchases…,
303,lib/pages/settings_page.dart,Sign-in provider label — Google,Google,
304,lib/pages/settings_page.dart,Sign-in provider label — Apple,Apple,
305,lib/pages/settings_page.dart,Sign-in provider label — email/password,Email & password,
306,lib/pages/settings_page.dart,Premium card status label — premium,Premium,
307,lib/pages/settings_page.dart,Premium card status label — basic,Basic,
308,lib/pages/settings_page.dart,Premium card description,"Premium unlocks unlimited counters, groups, and challenges, and removes ads.",
309,lib/pages/settings_page.dart,Premium card — get premium button,Get Premium,
310,lib/pages/settings_page.dart,Premium card — restore purchases button,Restore purchases,
311,lib/pages/settings_page.dart,Premium card — debug downgrade button (debug builds only),Debug: downgrade to Basic,
312,lib/pages/settings_page.dart,Theme section heading,Theme,
313,lib/pages/settings_page.dart,Theme segmented button — system,System,
314,lib/pages/settings_page.dart,Theme segmented button — light,Light,
315,lib/pages/settings_page.dart,Theme segmented button — dark,Dark,
316,lib/pages/settings_page.dart,App bar title (guest),Settings,
317,lib/pages/settings_page.dart,Guest settings — heading,Using Count Me In without an account,
318,lib/pages/settings_page.dart,Guest settings — explanation,"Your counters are stored only on this device. They won't sync, back up, or be visible on other devices.",
319,lib/pages/settings_page.dart,Guest settings — sign-in button,Log in or create an account,
320,lib/pages/settings_page.dart,Guest settings — privacy policy list item,Privacy Policy,
321,lib/pages/settings_page.dart,Debug tile — force native crash (guest settings),Force native test crash,
322,lib/pages/settings_page.dart,Debug tile subtitle — native crash (guest settings),Native crash — needs dSYM to symbolicate,
323,lib/pages/settings_page.dart,Debug tile — force Dart crash (guest settings),Force Dart test crash,
324,lib/pages/settings_page.dart,Debug tile subtitle — Dart crash (guest settings),Dart exception — readable without dSYM,
325,lib/pages/settings_page.dart,App bar title (signed-in),Settings,
326,lib/pages/settings_page.dart,Display name fallback when none set,No name set,
327,lib/pages/settings_page.dart,Email list item label,Email,
328,lib/pages/settings_page.dart,Email subtitle fallback,Unknown,
329,lib/pages/settings_page.dart,"""Signed in with"" list item label",Signed in with,
330,lib/pages/settings_page.dart,"""Signed in with"" subtitle fallback",Unknown,
331,lib/pages/settings_page.dart,Change password list item (shown when using password auth),Change password,
332,lib/pages/settings_page.dart,Notification settings list item,Notification settings,
333,lib/pages/settings_page.dart,Privacy policy list item (signed-in settings),Privacy Policy,
334,lib/pages/settings_page.dart,Debug tile — force native crash (signed-in settings),Force native test crash,
335,lib/pages/settings_page.dart,Debug tile subtitle — native crash (signed-in settings),Native crash — needs dSYM to symbolicate,
336,lib/pages/settings_page.dart,Debug tile — force Dart crash (signed-in settings),Force Dart test crash,
337,lib/pages/settings_page.dart,Debug tile subtitle — Dart crash (signed-in settings),Dart exception — readable without dSYM,
338,lib/pages/settings_page.dart,Sign out list item,Sign out,
339,lib/pages/settings_page.dart,Sign out confirm dialog title,Sign out,
340,lib/pages/settings_page.dart,Sign out confirm dialog message,Are you sure you want to sign out?,
341,lib/pages/settings_page.dart,Sign out confirm button,Sign out,
342,lib/pages/settings_page.dart,Delete account list item,Delete account,
343,lib/pages/settings_page.dart,Ad privacy options list item (shown when required by region),Ad privacy options,
344,lib/pages/settings_page.dart,Force-crash confirm dialog message,This immediately crashes the app to test Crashlytics reporting. Relaunch the app afterward and check the Firebase console in a few minutes.,
345,lib/pages/settings_page.dart,Force-crash confirm button,Crash now,
346,lib/pages/settings_page.dart,Debug tool — generated official challenge snackbar,"Generated ""${challenge.name}"" (${category.name}, ${chosen.length} objectives, $durationDays days).",
347,lib/pages/settings_page.dart,Debug tool — challenge generation failure snackbar,Failed to generate challenge: $e,
348,lib/pages/settings_page.dart,Debug tool list item — generate official challenge,Generate official challenge,
349,lib/pages/settings_page.dart,Debug tool list item subtitle,Creates one random public challenge from the template library,
350,lib/pages/notification_settings_page.dart,App bar title,Notification settings,
351,lib/pages/notification_settings_page.dart,Master toggle title,All notifications,
352,lib/pages/notification_settings_page.dart,Master toggle subtitle,Turn every notification below on or off at once,
353,lib/pages/notification_settings_page.dart,Section header — Groups,Groups,
354,lib/pages/notification_settings_page.dart,Toggle title — group progress,Group progress,
355,lib/pages/notification_settings_page.dart,Toggle subtitle — group progress,Notify me when someone in a group I'm in reaches 80% of the goal,
356,lib/pages/notification_settings_page.dart,Toggle title — group goal reached,Group goal reached,
357,lib/pages/notification_settings_page.dart,Toggle subtitle — group goal reached,Notify me when a group I'm in hits its goal,
358,lib/pages/notification_settings_page.dart,Toggle title — group gone quiet,Group gone quiet,
359,lib/pages/notification_settings_page.dart,Toggle subtitle — group gone quiet,Notify me when a group I'm in hasn't had any activity in a while,
360,lib/pages/notification_settings_page.dart,Section header — Challenges,Challenges,
361,lib/pages/notification_settings_page.dart,Toggle title — challenge halfway point,Challenge halfway point,
362,lib/pages/notification_settings_page.dart,Toggle subtitle — challenge halfway point,Notify me when a challenge I'm in reaches its halfway point,
363,lib/pages/notification_settings_page.dart,Toggle title — challenge deadline approaching,Challenge deadline approaching,
364,lib/pages/notification_settings_page.dart,Toggle subtitle — challenge deadline approaching,Notify me when a challenge I'm in is close to ending,
365,lib/pages/notification_settings_page.dart,Toggle title — passed on the leaderboard,Passed on the leaderboard,
366,lib/pages/notification_settings_page.dart,Toggle subtitle — passed on the leaderboard,Notify me when someone passes my overall progress in a challenge,
367,lib/pages/notification_settings_page.dart,Section header — Personal counters,Personal counters,
368,lib/pages/notification_settings_page.dart,Toggle title — inactivity reminders,Inactivity reminders,
369,lib/pages/notification_settings_page.dart,Toggle subtitle — inactivity reminders,Remind me about a personal counter I haven't updated in a while,
370,lib/widgets/challenge_completed_dialog.dart,Dialog barrier accessibility label,Challenge completed,
371,lib/widgets/challenge_completed_dialog.dart,Dialog title,Challenge complete!,
372,lib/widgets/challenge_completed_dialog.dart,Dialog body message,"You've hit every objective in ""${widget.challenge.name}"". Nice work!",
373,lib/widgets/challenge_completed_dialog.dart,Dialog dismiss button,Nice!,
374,lib/widgets/change_password_dialog.dart,Validation error — missing current password,Enter your current password,
375,lib/widgets/change_password_dialog.dart,Validation error — new password too short,New password must be at least 6 characters,
376,lib/widgets/change_password_dialog.dart,Validation error — confirmation mismatch,New passwords don't match,
377,lib/widgets/change_password_dialog.dart,FirebaseAuthException fallback message,Something went wrong.,
378,lib/widgets/change_password_dialog.dart,Dialog title,Change password,
379,lib/widgets/change_password_dialog.dart,Current password field label,Current password,
380,lib/widgets/change_password_dialog.dart,New password field label,New password,
381,lib/widgets/change_password_dialog.dart,Confirm new password field label,Confirm new password,
382,lib/widgets/change_password_dialog.dart,Dialog cancel button,Cancel,
383,lib/widgets/change_password_dialog.dart,Dialog save button,Save,
384,lib/widgets/confirm_delete_dialog.dart,Generic confirm-delete dialog cancel button,Cancel,
385,lib/widgets/confirm_delete_dialog.dart,Generic confirm-delete dialog default confirm button label,Delete,
386,lib/widgets/counter_form_dialog.dart,Dialog title — editing,Edit counter,
387,lib/widgets/counter_form_dialog.dart,Dialog title — adding,Add counter,
388,lib/widgets/counter_form_dialog.dart,Name field label,Name,
389,lib/widgets/counter_form_dialog.dart,"""Add goal"" checkbox label",Add goal?,
390,lib/widgets/counter_form_dialog.dart,Target count field label,Target count,
391,lib/widgets/counter_form_dialog.dart,Target count field hint,e.g. ${nextTenAbove(currentCount)},
392,lib/widgets/counter_form_dialog.dart,Target count field helper text,Must be between ${currentCount + 1} and $maxCounterInput,
393,lib/widgets/counter_form_dialog.dart,Dialog cancel button,Cancel,
394,lib/widgets/counter_form_dialog.dart,Dialog primary button — editing,Save,
395,lib/widgets/counter_form_dialog.dart,Dialog primary button — adding,Add,
396,lib/widgets/delete_account_dialog.dart,Error message — requires recent login,"For your security, please sign out and sign back in, then try deleting your account again.",
397,lib/widgets/delete_account_dialog.dart,Error message fallback (FirebaseAuthException),Something went wrong. Please try again.,
398,lib/widgets/delete_account_dialog.dart,Error message fallback (generic error),Something went wrong. Please try again.,
399,lib/widgets/delete_account_dialog.dart,Dialog title,Delete account,
400,lib/widgets/delete_account_dialog.dart,Dialog explanation,"This permanently deletes your account, your personal counters, and your membership in any groups. This can't be undone.",
401,lib/widgets/delete_account_dialog.dart,Confirmation-phrase instruction,Type $_confirmPhrase to confirm,
402,lib/widgets/delete_account_dialog.dart,Dialog cancel button,Cancel,
403,lib/widgets/delete_account_dialog.dart,Dialog confirm button — idle,Delete,
404,lib/widgets/delete_account_dialog.dart,Dialog confirm button — submitting,Deleting…,
405,lib/widgets/error_dialog.dart,Generic error dialog OK button,OK,
406,lib/widgets/goal_reached_dialog.dart,Dialog barrier accessibility label,Goal reached,
407,lib/widgets/goal_reached_dialog.dart,Dialog title,Goal reached!,
408,lib/widgets/goal_reached_dialog.dart,Dialog action — continue without setting new goal,Continue,
409,lib/widgets/goal_reached_dialog.dart,Dialog action — start setting a new goal,New goal,
410,lib/widgets/goal_reached_dialog.dart,New-target field label,New target,
411,lib/widgets/goal_reached_dialog.dart,New-target field hint,e.g. ${nextTenAbove(widget.currentCount)},
412,lib/widgets/goal_reached_dialog.dart,New-target field helper text,Must be higher than ${widget.currentCount},
413,lib/widgets/goal_reached_dialog.dart,New-goal form back button,Back,
414,lib/widgets/goal_reached_dialog.dart,New-goal form save button,Save,
415,lib/widgets/paywall_dialog.dart,Dialog title,You've hit the free limit,
416,lib/widgets/paywall_dialog.dart,Dialog explanation,"Free accounts can track up to ${PremiumService.freeItemLimit} counters, groups, and challenges combined. Upgrade to Premium for unlimited tracking and an ad-free experience.",
417,lib/widgets/paywall_dialog.dart,"Dialog ""not now"" button",Not now,
418,lib/widgets/paywall_dialog.dart,"Dialog ""get premium"" button",Get Premium,
419,lib/widgets/premium_upsell_dialog.dart,Debug-mode upgrade confirmation snackbar,Debug: upgraded to Premium,
420,lib/widgets/premium_upsell_dialog.dart,Purchase-unavailable snackbar,Purchases aren't available right now — check back soon!,
421,lib/widgets/premium_upsell_dialog.dart,Dialog title,Upgrade your tracking!,
422,lib/widgets/premium_upsell_dialog.dart,Dialog pitch body text,"With Premium you unlock unlimited counters, groups and challenges. You can also enjoy Count Me In completely ad-free.",
423,lib/widgets/premium_upsell_dialog.dart,Dialog pricing note,One-time purchase. No subscription.,
424,lib/widgets/premium_upsell_dialog.dart,"Dialog ""not now"" button",Not now,
425,lib/widgets/premium_upsell_dialog.dart,Dialog primary button — idle state,Go Premium\n${PremiumService.priceLabel},
426,lib/widgets/premium_upsell_dialog.dart,Dialog primary button — purchasing state,Upgrading…,
427,lib/data/challenge_templates.dart,Challenge category name — Fitness,Fitness,
428,lib/data/challenge_templates.dart,Fitness category flavor name,Move More Week,
429,lib/data/challenge_templates.dart,Fitness category flavor name,Fitness Sprint,
430,lib/data/challenge_templates.dart,Fitness category flavor name,The Grind,
431,lib/data/challenge_templates.dart,Fitness category flavor name,Get Moving Days,
432,lib/data/challenge_templates.dart,Fitness category flavor name,Power Hour Week,
433,lib/data/challenge_templates.dart,Fitness category flavor name,Strength Sprint,
434,lib/data/challenge_templates.dart,Fitness category flavor name,Sweat Sesh,
435,lib/data/challenge_templates.dart,Fitness category flavor name,Rise & Move,
436,lib/data/challenge_templates.dart,Fitness category flavor name,Full Send Week,
437,lib/data/challenge_templates.dart,Fitness category flavor name,Iron Will Sprint,
438,lib/data/challenge_templates.dart,Fitness category flavor name,Momentum Week,
439,lib/data/challenge_templates.dart,Fitness category flavor name,Burn It Up,
440,lib/data/challenge_templates.dart,Fitness category description,A fitness sampler — a little of everything.,
441,lib/data/challenge_templates.dart,Fitness category description,"Movement, your way — mix and match as you go.",
442,lib/data/challenge_templates.dart,Fitness category description,"Get the body moving, one rep at a time.",
443,lib/data/challenge_templates.dart,Fitness category objective name,Push-ups,
444,lib/data/challenge_templates.dart,Fitness category objective name,Squats,
445,lib/data/challenge_templates.dart,Fitness category objective name,Minutes of walking,
446,lib/data/challenge_templates.dart,Fitness category objective name,Pull-ups,
447,lib/data/challenge_templates.dart,Fitness category objective name,Workouts,
448,lib/data/challenge_templates.dart,Challenge category name — Health,Health,
449,lib/data/challenge_templates.dart,Health category flavor name,Hydrate & Feel Great,
450,lib/data/challenge_templates.dart,Health category flavor name,Small Habits Week,
451,lib/data/challenge_templates.dart,Health category flavor name,Reset Days,
452,lib/data/challenge_templates.dart,Health category flavor name,Fresh Start Week,
453,lib/data/challenge_templates.dart,Health category flavor name,Clean Slate Week,
454,lib/data/challenge_templates.dart,Health category flavor name,Wellness Reset,
455,lib/data/challenge_templates.dart,Health category flavor name,Balance Sprint,
456,lib/data/challenge_templates.dart,Health category flavor name,Feel Good Days,
457,lib/data/challenge_templates.dart,Health category flavor name,Recharge Week,
458,lib/data/challenge_templates.dart,Health category flavor name,Steady Habits,
459,lib/data/challenge_templates.dart,Health category flavor name,Nourish & Rest,
460,lib/data/challenge_templates.dart,Health category flavor name,New Rhythm Week,
461,lib/data/challenge_templates.dart,Health category description,"Small daily habits, stacked up over the challenge.",
462,lib/data/challenge_templates.dart,Health category description,"Little resets, repeated until they stick.",
463,lib/data/challenge_templates.dart,Health category description,Everyday choices that add up over time.,
464,lib/data/challenge_templates.dart,Health category objective name,Glasses of water,
465,lib/data/challenge_templates.dart,Health category objective name,Minutes of stretching,
466,lib/data/challenge_templates.dart,Health category objective name,Steps,
467,lib/data/challenge_templates.dart,Health category objective name,Alcohol-free days,
468,lib/data/challenge_templates.dart,Health category objective name,Days without unnecessary purchases,
469,lib/data/challenge_templates.dart,Challenge category name — Mind,Mind,
470,lib/data/challenge_templates.dart,Mind category flavor name,Reading Sprint,
471,lib/data/challenge_templates.dart,Mind category flavor name,Quiet Mind Week,
472,lib/data/challenge_templates.dart,Mind category flavor name,Mindful Month,
473,lib/data/challenge_templates.dart,Mind category flavor name,Slow Down Week,
474,lib/data/challenge_templates.dart,Mind category flavor name,Deep Focus Days,
475,lib/data/challenge_templates.dart,Mind category flavor name,Still Waters Week,
476,lib/data/challenge_templates.dart,Mind category flavor name,Page Turner Sprint,
477,lib/data/challenge_templates.dart,Mind category flavor name,Clear Head Week,
478,lib/data/challenge_templates.dart,Mind category flavor name,Bookworm Sprint,
479,lib/data/challenge_templates.dart,Mind category flavor name,Calm Mind Days,
480,lib/data/challenge_templates.dart,Mind category flavor name,Reflection Week,
481,lib/data/challenge_templates.dart,Mind category flavor name,Wind Down Sprint,
482,lib/data/challenge_templates.dart,Mind category description,For the reflective and the well-read.,
483,lib/data/challenge_templates.dart,Mind category description,Slow down and make space to think.,
484,lib/data/challenge_templates.dart,Mind category description,"Words, quiet, and a little reflection.",
485,lib/data/challenge_templates.dart,Mind category objective name,Pages read,
486,lib/data/challenge_templates.dart,Mind category objective name,Minutes reading,
487,lib/data/challenge_templates.dart,Mind category objective name,Minutes meditating,
488,lib/data/challenge_templates.dart,Mind category objective name,Gratitude entries,
489,lib/data/challenge_templates.dart,Mind category objective name,Books finished,
490,lib/data/challenge_templates.dart,Challenge category name — Productivity,Productivity,
491,lib/data/challenge_templates.dart,Productivity category flavor name,Get It Done Week,
492,lib/data/challenge_templates.dart,Productivity category flavor name,Deep Work Sprint,
493,lib/data/challenge_templates.dart,Productivity category flavor name,Side Project Sprint,
494,lib/data/challenge_templates.dart,Productivity category flavor name,Inbox Zero Sprint,
495,lib/data/challenge_templates.dart,Productivity category flavor name,Momentum Sprint,
496,lib/data/challenge_templates.dart,Productivity category flavor name,Clear the Decks,
497,lib/data/challenge_templates.dart,Productivity category flavor name,Focus Fortnight,
498,lib/data/challenge_templates.dart,Productivity category flavor name,Ship It Week,
499,lib/data/challenge_templates.dart,Productivity category flavor name,Task Force Sprint,
500,lib/data/challenge_templates.dart,Productivity category flavor name,Grind Time Week,
501,lib/data/challenge_templates.dart,Productivity category flavor name,Output Sprint,
502,lib/data/challenge_templates.dart,Productivity category flavor name,No Excuses Week,
503,lib/data/challenge_templates.dart,Productivity category description,"Get things done, one tally at a time.",
504,lib/data/challenge_templates.dart,Productivity category description,Turn intentions into finished things.,
505,lib/data/challenge_templates.dart,Productivity category description,For clearing the list and making progress.,
506,lib/data/challenge_templates.dart,Productivity category objective name,Tasks completed,
507,lib/data/challenge_templates.dart,Productivity category objective name,Minutes of focused work,
508,lib/data/challenge_templates.dart,Productivity category objective name,Hours on a side project,
509,lib/data/challenge_templates.dart,Challenge category name — Culture,Culture,
510,lib/data/challenge_templates.dart,Culture category flavor name,Watch Party Week,
511,lib/data/challenge_templates.dart,Culture category flavor name,Screen Time Sprint,
512,lib/data/challenge_templates.dart,Culture category flavor name,Binge & Play,
513,lib/data/challenge_templates.dart,Culture category flavor name,Culture Club Week,
514,lib/data/challenge_templates.dart,Culture category flavor name,Popcorn Sprint,
515,lib/data/challenge_templates.dart,Culture category flavor name,Game Night Week,
516,lib/data/challenge_templates.dart,Culture category flavor name,Marathon Week,
517,lib/data/challenge_templates.dart,Culture category flavor name,Double Feature Week,
518,lib/data/challenge_templates.dart,Culture category flavor name,Session Sprint,
519,lib/data/challenge_templates.dart,Culture category flavor name,Story Mode Week,
520,lib/data/challenge_templates.dart,Culture category flavor name,Rewatch Sprint,
521,lib/data/challenge_templates.dart,Culture category flavor name,Chef's Table Week,
522,lib/data/challenge_templates.dart,Culture category description,"For the movie buffs, show bingers, and gamers.",
523,lib/data/challenge_templates.dart,Culture category description,"Screens, stories, and a little escapism.",
524,lib/data/challenge_templates.dart,Culture category description,For catching up on everything you've been meaning to watch or play.,
525,lib/data/challenge_templates.dart,Culture category objective name,Series episodes watched,
526,lib/data/challenge_templates.dart,Culture category objective name,Movies watched,
527,lib/data/challenge_templates.dart,Culture category objective name,Hours of gaming,
528,lib/data/challenge_templates.dart,Culture category objective name,Meals cooked,
529,lib/data/challenge_templates.dart,Challenge category name — Leisure,Leisure,
530,lib/data/challenge_templates.dart,Leisure category flavor name,Hobby Hours,
531,lib/data/challenge_templates.dart,Leisure category flavor name,Passion Project Week,
532,lib/data/challenge_templates.dart,Leisure category flavor name,Me-Time Sprint,
533,lib/data/challenge_templates.dart,Leisure category flavor name,Slow Living Week,
534,lib/data/challenge_templates.dart,Leisure category flavor name,Craft Corner Week,
535,lib/data/challenge_templates.dart,Leisure category flavor name,Play Time Sprint,
536,lib/data/challenge_templates.dart,Leisure category flavor name,Creative Hours,
537,lib/data/challenge_templates.dart,Leisure category flavor name,Unwind Week,
538,lib/data/challenge_templates.dart,Leisure category flavor name,Weekend Project Sprint,
539,lib/data/challenge_templates.dart,Leisure category flavor name,Just Because Week,
540,lib/data/challenge_templates.dart,Leisure category flavor name,Tinker Time,
541,lib/data/challenge_templates.dart,Leisure category flavor name,Soul Refill Week,
542,lib/data/challenge_templates.dart,Leisure category description,Make time for the things you actually enjoy doing.,
543,lib/data/challenge_templates.dart,Leisure category description,For hobbies that don't need a good reason.,
544,lib/data/challenge_templates.dart,Leisure category description,A nudge to actually do the fun stuff.,
545,lib/data/challenge_templates.dart,Leisure category objective name,Hours doing a hobby,
546,lib/data/challenge_templates.dart,Leisure category objective name,Board games played,
547,lib/data/challenge_templates.dart,Leisure category objective name,Sketches or drawings made,
548,lib/data/challenge_templates.dart,Leisure category objective name,Minutes gardening,
549,lib/data/challenge_templates.dart,Challenge category name — Outdoors,Outdoors,
550,lib/data/challenge_templates.dart,Outdoors category flavor name,Fresh Air Week,
551,lib/data/challenge_templates.dart,Outdoors category flavor name,Trail Time,
552,lib/data/challenge_templates.dart,Outdoors category flavor name,Outdoor Streak,
553,lib/data/challenge_templates.dart,Outdoors category flavor name,Get Outside Sprint,
554,lib/data/challenge_templates.dart,Outdoors category flavor name,Nature Fix Week,
555,lib/data/challenge_templates.dart,Outdoors category flavor name,Sunshine Sprint,
556,lib/data/challenge_templates.dart,Outdoors category flavor name,Wander Week,
557,lib/data/challenge_templates.dart,Outdoors category flavor name,Explore Days,
558,lib/data/challenge_templates.dart,Outdoors category flavor name,Open Air Sprint,
559,lib/data/challenge_templates.dart,Outdoors category flavor name,Horizon Week,
560,lib/data/challenge_templates.dart,Outdoors category flavor name,Trailblazer Sprint,
561,lib/data/challenge_templates.dart,Outdoors category flavor name,Step Outside Days,
562,lib/data/challenge_templates.dart,Outdoors category description,"For time spent outside, wherever that takes you.",
563,lib/data/challenge_templates.dart,Outdoors category description,"Fresh air, one outing at a time.",
564,lib/data/challenge_templates.dart,Outdoors category description,An excuse to get outside more often.,
565,lib/data/challenge_templates.dart,Outdoors category objective name,Walks,
566,lib/data/challenge_templates.dart,Outdoors category objective name,Minutes outside,
567,lib/data/challenge_templates.dart,Outdoors category objective name,Hikes,
568,lib/data/challenge_templates.dart,Outdoors category objective name,Bike rides,
569,lib/data/challenge_templates.dart,Challenge category name — Social,Social,
570,lib/data/challenge_templates.dart,Social category flavor name,Stay Connected Week,
571,lib/data/challenge_templates.dart,Social category flavor name,Reach Out Sprint,
572,lib/data/challenge_templates.dart,Social category flavor name,Together Time,
573,lib/data/challenge_templates.dart,Social category flavor name,Catch Up Week,
574,lib/data/challenge_templates.dart,Social category flavor name,Check-In Week,
575,lib/data/challenge_templates.dart,Social category flavor name,Circle Time Sprint,
576,lib/data/challenge_templates.dart,Social category flavor name,Community Days,
577,lib/data/challenge_templates.dart,Social category flavor name,Friends First Week,
578,lib/data/challenge_templates.dart,Social category flavor name,Ring Them Up Sprint,
579,lib/data/challenge_templates.dart,Social category flavor name,Gather Round Week,
580,lib/data/challenge_templates.dart,Social category flavor name,Close the Distance,
581,lib/data/challenge_templates.dart,Social category flavor name,Show Up Week,
582,lib/data/challenge_templates.dart,Social category description,For staying close to the people who matter.,
583,lib/data/challenge_templates.dart,Social category description,A nudge to reach out more often.,
584,lib/data/challenge_templates.dart,Social category description,"For keeping in touch, on purpose.",
585,lib/data/challenge_templates.dart,Social category objective name,Calls to family or friends,
586,lib/data/challenge_templates.dart,Social category objective name,Get-togethers or visits,
587,lib/data/challenge_templates.dart,Social category objective name,Messages sent to catch up,
588,functions/index.js,Challenge halfway-point push notification body,"""${data.name}"" is halfway through its time — keep it up!",
589,functions/index.js,Challenge deadline-approaching push notification body,"""${data.name}"" ends in ${daysLeft} day${daysLeft === 1 ? """" : ""s""} — finish strong!",
590,functions/index.js,Counter-inactivity push notification body,"You haven't updated ""${counter.title}"" in a week — still going?",
591,functions/index.js,Group-gone-quiet push notification body,"""${data.name}"" has been quiet for a week — check in?",
